vehicle_speed,driver_age,alcohol_level,traffic_density,weather,road_light,vehicle_type,seatbelt,road_surface,road_alignment,hour,severity
62.57052421784956,16.0,0.07958044386428631,low,clear,daylight,car,1,dry,curve,11,52.374158231341376
58.265275764176394,32.955370815341645,0.03445189301330388,low,clear,daylight,truck,1,dry,curve,23,37.83364613944258
55.48344456616067,25.24611691596122,0.03669186223340375,medium,clear,daylight,car,1,wet,straight,19,35.75368210968828
37.82217014448859,44.93670577871971,0.2168771266503655,high,fog,daylight,car,1,dry,straight,14,23.360709683044526
49.20233687407937,47.85296600483366,0.15989291430744842,medium,fog,daylight,car,0,dry,straight,4,35.20313324876893
53.09041843560319,16.0,0.026041196250927684,low,clear,daylight,car,1,dry,straight,9,35.0782958891182
75.85683339328374,34.735581631948754,0.023913944765327738,low,clear,daylight,car,1,dry,straight,16,37.91313814303803
65.15427434352692,48.46233805753103,0.015011654660434868,low,clear,dark_lights_on,car,1,dry,curve,9,47.03840097755499
33.554397669558995,32.75985245223866,0.27233388957771165,low,clear,daylight,car,1,dry,straight,6,29.3536687399787
64.86125954092192,43.74876374002837,0.24887709127021457,low,clear,daylight,car,0,dry,straight,17,52.150088536346296
54.22376579375525,39.21398561152501,0.012041527309972495,medium,clear,daylight,car,1,dry,curve,5,32.406550044938754
49.84616999541062,39.099922783431516,0.16431890974042565,high,clear,daylight,car,1,wet,straight,8,38.21977334824291
69.17514433261302,31.74422026318043,0.01769546952561773,low,clear,daylight,car,1,wet,curve,1,73.00725621200344
75.46499283743927,20.401030350371485,0.4681524730108743,low,clear,daylight,car,1,dry,curve,21,99.63346919865718
73.96920178674299,21.54163823089967,0.4752838310747188,high,clear,daylight,car,1,dry,straight,11,82.05915560408265
47.41173715166042,43.512230173463806,0.2396200097611706,medium,rain,dark_lights_on,car,0,dry,straight,4,38.80326726064693
55.36181436223178,35.2334990662266,0.5212492885290753,high,rain,daylight,car,1,dry,curve,14,76.14348648401548
64.96895147105346,33.3378530647133,0.3336816255217897,low,clear,daylight,car,1,dry,straight,12,81.91371794922972
74.63317690683539,29.91331949213177,0.3526793940392988,low,clear,daylight,car,1,dry,straight,1,85.96805341517778
52.81238643232065,31.33773385423098,0.16865817674294709,medium,clear,daylight,car,1,wet,curve,14,34.75210878273431
57.215115350042744,47.562941533857675,0.07307372442737893,medium,clear,daylight,car,1,dry,straight,13,36.22023663548164
43.40497538990958,30.97707101758368,0.04912873707720273,medium,clear,daylight,car,1,dry,straight,8,18.413239055716286
42.05690063878994,18.907223440381173,0.07926144061608568,medium,clear,daylight,car,0,dry,straight,15,27.88450173338241
72.18788733591298,43.92382130648208,0.19803882273184695,low,clear,dark_lights_on,car,1,dry,straight,1,46.5462379701311
80.34360042856234,32.541480033623394,0.03790707135886938,medium,clear,daylight,motorcycle,1,dry,straight,0,71.69909175920115
58.91984817629499,35.37675038639332,0.05985385217945808,medium,rain,dark_no_lights,motorcycle,1,dry,curve,8,48.229141825252356
75.05299346838036,54.290939676794125,0.1262452399871948,medium,clear,daylight,truck,1,dry,straight,23,57.75030784550879
65.42454037571451,34.75327331179391,0.05306675945018401,medium,clear,daylight,car,0,dry,curve,19,44.167911367178796
50.323203680923136,38.470204077424704,0.17765909128798663,medium,clear,daylight,car,1,dry,straight,13,41.34102365697304
65.4209340826262,20.852918104420098,0.5132477116111819,low,clear,daylight,motorcycle,1,dry,straight,1,92.78571219550842
83.07054849698955,32.36396657178848,0.2757361760342744,low,rain,daylight,car,1,dry,curve,0,54.00106245600963
59.46260941335073,42.31431254250322,0.21957847806077382,medium,clear,dark_lights_on,car,1,dry,straight,9,39.765694239239465
83.4696548372101,16.335515193905092,0.17480027136890744,low,clear,daylight,car,1,dry,straight,22,52.44019320027516
20.703823438653835,37.41014111738851,0.13386578387709394,medium,clear,dark_lights_on,truck,1,dry,straight,21,18.02674796468825
72.32853756562835,36.20949287173767,0.041297571052507386,high,clear,dark_lights_on,car,1,dry,straight,18,48.39666685093746
61.30570602357257,35.49544946704927,0.4502082313150113,low,clear,daylight,car,1,dry,straight,17,83.46271739240332
55.51488974301199,47.44590678389892,0.05714639556134406,low,clear,daylight,car,1,dry,straight,23,43.01782772565959
61.37641164803254,39.01326217818226,0.019150008373087134,high,fog,daylight,car,1,dry,straight,19,23.409593834096274
30.186466280986608,52.73686278027733,0.2772710159756036,low,clear,dark_lights_on,truck,1,dry,straight,21,23.05626553513427
56.70492168243732,23.076925812871565,0.03862365466796683,low,clear,dark_lights_on,car,1,dry,curve,19,36.13193450843052
65.35668857267619,36.631094806620176,0.09300990407978332,low,clear,daylight,car,1,dry,straight,10,51.813954715916104
82.16841067112274,36.013601436679366,0.005738530719262839,medium,rain,daylight,car,1,wet,curve,8,45.1329368404384
52.22594672589529,22.16894607493904,0.02948386386365596,low,fog,daylight,motorcycle,0,dry,straight,14,47.71592644362468
47.87259595660218,46.47554002509615,0.038039368504833186,medium,rain,dark_lights_on,truck,1,wet,curve,15,32.99303923331901
52.47364434623195,62.89607967023382,0.011189268556672852,medium,rain,dark_lights_on,motorcycle,1,dry,straight,12,40.45035836930492
73.73103176553111,34.79592710619403,0.2138050410290902,low,snow,daylight,motorcycle,1,dry,straight,20,66.63597454036994
64.93126664489526,41.0602530592852,0.3628105812664224,low,clear,daylight,car,1,wet,straight,5,84.0343250590386
52.05359694349442,36.014221709783925,0.09346238107451205,medium,rain,daylight,truck,1,wet,straight,14,48.85943140277186
67.69901149670034,26.43698396111389,0.4152118164792212,medium,snow,daylight,car,1,dry,curve,14,100.0
61.456163240220604,16.0,0.047993500368041855,low,clear,dark_lights_on,truck,1,dry,straight,21,44.93057318832106
74.52967485799334,26.530718202855617,0.07872423214527591,low,clear,daylight,car,1,dry,straight,17,35.51210009242084
49.469203591839715,18.296499428579224,0.03267727124569791,medium,rain,daylight,car,0,dry,curve,10,37.18354405913381
55.085067801033475,55.44922493670941,0.1938113353943541,high,fog,daylight,car,1,dry,straight,0,42.03809106176357
54.118377703017636,33.61868367292113,0.10890047147761749,low,fog,daylight,car,1,dry,straight,13,41.89783098582905
38.04727577801822,30.84896805143395,0.19001260329925984,medium,rain,daylight,car,1,dry,straight,1,18.48602043752182
64.44180415596864,45.66984589745367,0.2868239187282426,low,fog,dark_no_lights,car,1,dry,straight,1,67.39634747898434
63.91582908269834,21.538986765729344,0.1578008290192573,low,clear,daylight,car,1,dry,straight,19,43.46707005314195
60.07670184963691,25.79763154394537,0.19757364969059943,low,clear,daylight,bus,1,dry,curve,9,48.22999054795798
56.481192999372794,35.816867230983455,0.5474452867850422,medium,clear,daylight,truck,0,dry,straight,15,100.0
38.769438869243785,47.34522789708177,0.07106782719376026,medium,clear,daylight,truck,1,dry,straight,2,20.432881180021596
53.69032015851961,41.020220542025456,0.08899632185427464,high,clear,daylight,motorcycle,1,wet,curve,13,54.22827161951089
54.85928225209846,37.97990171019059,0.2529593704160606,medium,clear,daylight,car,0,dry,curve,22,47.86256839658611
47.96584096167572,35.937412822832194,0.1889923269665159,high,clear,daylight,car,1,dry,straight,6,25.849849288731313
57.580714325009865,39.8028302663213,0.03933267930491057,low,fog,daylight,car,1,dry,straight,18,49.537872140960566
66.06076285221808,37.41983486155105,0.09436820244345195,low,clear,dark_lights_on,truck,1,dry,straight,18,43.15857808815705
88.29278851815795,22.640332702676773,0.1261614698758907,high,rain,daylight,truck,1,icy,curve,22,84.38318003800677
62.61866719247759,35.55295065959782,0.10873514498135957,medium,fog,daylight,motorcycle,1,dry,straight,18,49.97689863718091
63.86325586084146,22.11573609298697,0.03926985130314432,high,clear,daylight,truck,1,dry,straight,2,33.81039390953306
58.883311263507494,35.97299051480989,0.5165394229019515,low,clear,dark_lights_on,car,1,dry,curve,12,80.12431628781825
31.21843177051438,29.232224702141103,0.287364967573973,low,rain,daylight,car,1,dry,straight,18,2.722951779339855
59.602291868261744,65.47257947339433,0.13130744839054784,medium,rain,daylight,bus,1,dry,curve,13,43.79611988658481
60.9034531491154,34.52126739497945,0.22792500296707066,low,clear,daylight,car,0,wet,curve,7,48.71324186852735
96.94863168727929,18.149125204860937,0.4551548906318484,medium,clear,daylight,car,1,dry,curve,22,100.0
57.114585528283165,33.3898374718769,0.02927681683039517,medium,clear,dark_lights_on,car,1,dry,curve,7,29.821604293671747
64.52321013500419,41.232304947654654,0.05763591942786046,low,clear,dark_lights_on,car,0,dry,straight,16,34.98377722109831
59.47932345442135,55.08036735383028,0.15648367515164038,low,clear,daylight,motorcycle,1,dry,straight,20,51.172472385712624
42.46982943570702,27.926571200735378,0.32090039420445543,low,clear,daylight,car,0,wet,straight,4,88.04356735384017
77.14234221772531,16.01086431171632,0.007385686738732439,low,clear,daylight,car,1,dry,curve,4,39.625487191008126
71.27899549030161,44.80204413717178,0.8272603175838269,medium,fog,daylight,car,1,dry,curve,20,100.0
71.8654792056457,18.432815529204184,0.12135962562864284,low,clear,dark_no_lights,car,1,dry,straight,1,46.83313013378749
46.35918817807892,29.76613470191018,0.08901729617693639,low,fog,daylight,truck,1,wet,straight,21,51.92320202556665
81.04191466404149,31.908554173868072,0.06926698528408157,high,rain,daylight,car,1,dry,straight,22,59.02879494874724
38.97223405811579,34.1643985603987,0.03831848963825019,medium,rain,dark_lights_on,car,1,dry,straight,10,28.507856631421713
68.80285640700406,43.26997348489203,0.3136341559733244,low,clear,daylight,car,1,wet,straight,14,72.16218286815703
92.85683438714968,26.796388612563348,0.6220678131208229,medium,clear,daylight,truck,1,dry,straight,22,100.0
45.14195512303968,31.71524897399887,0.10676589053642763,high,rain,daylight,car,1,dry,straight,6,19.11509566640731
51.50553405595842,34.82875576460734,0.6090714752019974,low,fog,dark_lights_on,bus,1,icy,straight,10,100.0
61.49477047631462,36.79517549022545,0.34722440645715746,medium,clear,dark_lights_on,car,1,wet,straight,1,76.00226792851794
52.44786518825701,36.17392609649507,0.13118998243677812,medium,clear,daylight,car,1,dry,curve,5,40.244411914235705
36.74004853400801,40.23206930267096,0.22418764098157312,low,rain,dark_lights_on,motorcycle,1,dry,straight,8,29.817753106905144
61.02844462209041,45.126074115700845,0.11418030935190455,medium,clear,daylight,car,1,dry,straight,16,34.18881533049223
44.06544429410843,39.71160938781161,0.16361668157527418,high,clear,daylight,car,0,dry,straight,18,27.820779812723934
67.10388645952773,40.44302628211062,0.011959839131303655,high,rain,dark_no_lights,car,1,dry,straight,11,47.67289362859311
46.20863648649295,16.01332199904227,0.23831892968815574,low,clear,daylight,car,1,dry,curve,5,19.883022925077007
83.24901607526309,35.60273238998816,0.010854206687697368,low,clear,daylight,car,1,dry,straight,15,44.66455110509866
48.251200614956446,40.7540905760193,0.3397466849456765,high,fog,daylight,car,1,dry,straight,22,76.94657805111628
55.16907725691487,43.74729433484541,0.348533218161465,medium,clear,daylight,car,0,dry,straight,1,79.2828786104412
72.20275826054504,26.69179070919447,0.05411970942705205,low,clear,daylight,car,1,dry,straight,23,60.96000962987582
41.53703525349067,27.09152870133626,0.0782126965398382,medium,clear,daylight,motorcycle,1,dry,straight,10,20.98557690215138
63.41189901906194,28.110791896596822,0.1312899213225759,low,clear,daylight,car,0,wet,straight,14,52.35335075325769
79.60714131423643,41.43696679869612,0.18159652148958036,low,rain,daylight,car,1,dry,straight,5,53.14614877049699
35.88775148158159,47.4065726590905,0.06775400017991663,high,clear,daylight,car,1,dry,straight,8,4.76336575959985
62.769507877984566,30.11047871250078,0.17953619679826122,low,clear,dark_no_lights,car,1,dry,straight,8,34.487947040038634
63.89824191372635,45.89554776352459,0.0707037212917375,low,clear,dark_lights_on,car,1,dry,straight,17,30.812719610493247
71.72734307665965,36.48175770997513,0.011417953583686668,low,clear,dark_lights_on,truck,1,dry,curve,12,61.59034461548667
41.44573933682877,33.508570674050766,0.0005061498957267019,medium,clear,daylight,motorcycle,1,dry,curve,22,28.189672377368062
40.193150803735854,32.46338924218437,0.021328057491845978,low,clear,daylight,car,1,dry,straight,4,21.612807688048473
67.82912348425347,43.95933637522589,0.31428464309523463,medium,clear,daylight,car,1,wet,straight,16,76.83444617533468
64.45477009849779,38.90693380144484,0.6510629066708612,medium,clear,daylight,car,0,dry,straight,22,100.0
63.75739275518815,62.30990513177165,0.11136211499383414,high,clear,daylight,bus,0,dry,straight,20,38.21987039335487
65.19672314245463,24.77330428403211,0.14376848003303624,low,fog,daylight,car,1,dry,curve,10,48.52677286956452
49.79962917632264,41.21722042435971,0.031763550186603144,high,clear,dark_lights_on,car,0,dry,straight,8,34.041597426869316
63.48380545741505,28.649587882261848,0.16016044429468135,low,clear,daylight,car,1,dry,curve,22,55.47362911891348
64.39608709948021,24.568556156136275,0.03125005361914605,medium,clear,daylight,car,1,wet,curve,19,42.151813123051284
49.28472872960448,34.86959435558033,0.18894541343089957,medium,rain,dark_lights_on,car,1,dry,straight,23,19.253566055741572
87.98661766717134,36.64822975288443,0.5413861683063521,low,clear,daylight,motorcycle,0,dry,straight,8,100.0
67.10749381367681,70.0180826607211,0.043556225792830305,medium,fog,dark_lights_on,car,1,dry,curve,8,50.17746940422805
42.13044754196027,32.79025021180158,0.28926299342665746,low,clear,dark_no_lights,car,1,dry,straight,9,18.760674523957213
69.84830412950744,21.437855246183798,0.004756601958647445,low,rain,daylight,car,1,dry,straight,19,46.68912886059172
45.379774946590175,38.27612860993263,0.09415990640138391,low,clear,daylight,car,0,dry,straight,5,40.348890122468745
71.80626905613678,16.0,0.02347503802919883,medium,rain,daylight,car,1,dry,straight,3,39.00322435074015
77.37893368511106,33.896518608748806,0.08691971161803286,low,rain,daylight,motorcycle,1,dry,curve,0,61.80166949337041
47.68976522472434,35.192303387541926,0.038120006515658854,low,clear,daylight,car,0,dry,straight,5,42.79955988765158
74.45064193866483,44.535204595342535,0.09345905686434472,low,clear,daylight,car,1,dry,straight,23,47.86103398550734
66.19171390404748,46.68346699313416,0.10809304928493549,medium,clear,dark_lights_on,motorcycle,1,dry,straight,5,48.588839111265976
72.33090239991735,28.95716457310739,0.07150395236249554,medium,clear,dark_lights_on,car,1,dry,curve,11,45.797786700253
88.4518947398092,33.1926318244408,0.21378465013091794,low,rain,daylight,car,1,dry,curve,2,65.64291153383101
56.31917825995694,25.80655003267195,0.5022962525430267,low,clear,daylight,car,1,dry,straight,12,96.28599402503923
48.693957534637654,21.463249342307673,0.10236368131745321,medium,clear,daylight,motorcycle,1,dry,straight,23,39.68418109035596
46.65728355561715,38.718737352567615,0.04272360185574749,medium,clear,daylight,car,1,dry,straight,9,8.3770052584788
47.762845725518424,19.71697341684081,0.06314026300258069,medium,clear,daylight,car,1,dry,straight,8,26.758924906106753
58.843474358788434,30.024477193137642,0.3848308595351593,high,snow,dark_lights_on,car,0,dry,curve,16,100.0
65.11727962224965,23.05791248120915,0.16955813388559585,low,rain,dark_lights_on,car,1,wet,curve,10,52.97259594984218
64.15036198995028,41.596198235483115,0.12139794545776794,high,clear,daylight,motorcycle,1,dry,curve,5,31.449248263355923
72.40774873554035,56.61716119119785,0.032418326868253626,low,rain,daylight,car,1,dry,straight,9,39.51380388646328
60.19502837816861,19.380944206360027,0.11946826411553424,high,fog,daylight,truck,0,dry,curve,23,56.34512004776583
81.80301115735975,16.0,0.0652823634943772,low,clear,daylight,car,0,wet,straight,17,58.918366808480386
56.03014750143066,33.50135737579919,0.5735140012710339,medium,rain,daylight,car,1,dry,straight,13,100.0
100.80253749884429,35.1883735514931,0.430953932421775,low,clear,daylight,motorcycle,1,dry,curve,3,100.0
69.3850102164751,37.62391168108757,0.017526504916706185,low,clear,daylight,car,1,dry,straight,12,42.2002244737961
47.14263665375576,29.644153817187863,0.14540429380196865,high,clear,daylight,car,1,dry,straight,0,22.954236418053636
43.93661252908332,32.592328414094816,0.050993507399574735,medium,rain,daylight,car,1,dry,straight,19,38.138154468919886
67.23708622864778,39.41012492648723,0.10579014222214887,high,clear,daylight,car,1,dry,straight,1,36.358145733681404
56.64805822011223,47.485170711738064,0.4188671799983841,medium,clear,daylight,car,1,dry,straight,2,84.64233801735826
70.71000741138138,16.0,0.14994965248867193,medium,clear,dark_no_lights,truck,1,dry,straight,19,54.467778682976295
67.09856436860318,30.572726731622453,0.0813577848044114,low,clear,dark_lights_on,motorcycle,1,dry,straight,2,48.99095189667126
58.90756631014691,37.565705527292764,0.0466105860126971,high,rain,dark_lights_on,truck,1,dry,straight,5,36.25660116698009
47.29809422897392,23.984286744671167,0.32221270601343943,medium,clear,dark_no_lights,bus,0,dry,straight,6,61.40348850135016
37.27729162971203,55.7740355812076,0.19590895718622736,medium,clear,daylight,car,1,dry,straight,10,26.148464857570552
53.302275718994686,27.375081437255155,0.1262469686250461,medium,clear,daylight,car,1,dry,straight,6,35.0692745324438
72.84598191485209,34.504487755912606,0.049048272340888106,medium,clear,daylight,car,1,dry,straight,16,42.853017915753426
63.21140616195306,41.67226516210749,0.08136712161000509,high,clear,daylight,truck,1,dry,straight,20,33.50800283008652
41.31391831932018,27.904582534377266,0.6429938268787155,low,clear,dark_lights_on,car,0,dry,straight,18,85.37252386285547
62.59771388776773,16.0,0.1468313125296618,low,clear,dark_lights_on,car,1,dry,straight,11,33.46902650033087
65.77976069593255,29.8561456770016,0.10239835443831798,low,clear,daylight,car,1,dry,curve,0,45.77163020476003
46.74213845698301,47.353286671124486,0.14738723209143054,medium,clear,daylight,car,0,dry,straight,0,37.246749628341284
62.305876589182915,30.95725847857834,0.30190811386255967,low,clear,daylight,car,1,dry,curve,17,75.54381913665324
60.87313077669,24.84278838249226,0.08313610257843382,low,rain,daylight,car,1,dry,straight,9,32.314950321577435
42.85544553254066,46.10806651403266,0.039374856200082006,low,clear,daylight,truck,1,dry,straight,23,24.03979993639298
65.36681040522424,31.030701247723368,0.17586456777691428,medium,rain,daylight,car,1,icy,curve,19,62.17641324861853
68.41176789552351,28.878070236197395,0.2188468393912932,medium,clear,dark_lights_on,bus,1,dry,straight,2,39.15864470379581
76.24576864762915,36.79347307595972,0.24945819550757845,low,clear,daylight,car,1,dry,straight,13,52.78595381522428
75.80703078052355,44.249002515425445,0.4273930994093624,high,clear,daylight,truck,1,dry,straight,7,77.57958045967139
39.33495948064363,63.58056238079055,0.0927801764098312,high,clear,daylight,car,1,dry,straight,15,20.151343737646464
45.93262440127316,44.926833291889075,0.015669057337858613,low,clear,dark_lights_on,motorcycle,1,icy,straight,17,51.63643786416558
67.7255290081299,48.918079596660135,0.6356839808975043,medium,rain,dark_lights_on,car,1,dry,straight,8,100.0
67.70678926368313,28.92840561214574,0.11419013171346633,medium,clear,daylight,car,0,dry,straight,3,51.96698726011499
67.72571529459071,22.689582728366283,0.1952386748899182,low,clear,dark_lights_on,truck,0,dry,straight,0,61.142220993692916
117.79097235982081,35.74797619542947,0.2195057690379792,low,clear,daylight,car,1,dry,straight,20,61.23058388687852
68.5633576603975,36.286038983115155,0.15815804771048536,medium,rain,daylight,car,1,dry,straight,22,58.58490211540266
77.03348460270898,22.057847103624834,0.04594743071636767,medium,snow,daylight,car,1,dry,straight,13,57.57810503996072
74.31002645239803,32.89646564115185,0.2814162233971262,low,clear,daylight,car,1,wet,straight,10,55.7045125961686
69.77086876958697,39.79181122062957,0.32567519650368193,high,clear,daylight,car,1,dry,straight,3,74.87791781902818
55.27096133039482,39.32472074021696,0.16102841368987908,medium,clear,dark_lights_on,car,1,dry,straight,20,32.02875854145892
71.38453830739901,41.05145424061127,0.1341054543551001,medium,rain,dark_no_lights,car,1,dry,curve,15,54.7940600116644
48.40762178193643,38.49157676164931,0.024193712015002495,low,snow,daylight,car,0,dry,straight,8,48.62294728641644
56.44772089889987,28.915896088759332,0.01753722888238333,medium,rain,daylight,truck,0,wet,curve,21,57.54285205102843
52.71954678256345,28.83319248021388,0.08297126726341897,low,clear,daylight,car,1,dry,straight,13,33.176046681847566
61.22811209079484,20.61258322407349,0.07445814925423108,medium,clear,daylight,car,0,dry,curve,5,61.10777947414656
94.71987850010262,56.417300470221136,0.6143346352030443,medium,rain,daylight,car,1,dry,straight,1,100.0
31.99102211112378,35.161404375431516,0.30614636640063686,medium,rain,daylight,car,1,dry,curve,0,46.66484372912738
70.2939028556177,32.301763330461775,0.21571740503088943,low,rain,daylight,car,1,dry,straight,19,46.56259396850552
35.80926193215522,23.854495022570497,0.14581626511129903,medium,clear,dark_no_lights,car,0,dry,straight,18,29.181276358212777
52.9210220131585,70.22789482793334,0.036632589507174386,high,clear,daylight,truck,1,dry,straight,22,21.151548833187736
76.33425895451049,22.120063613325254,0.767537824898526,medium,clear,daylight,motorcycle,1,dry,straight,6,100.0
60.96420028643194,29.85382489272712,0.09401374971005749,low,rain,daylight,car,0,wet,straight,21,42.52044675629226
43.83382833106041,39.99004203543272,0.02261707792934138,medium,clear,daylight,car,0,dry,straight,14,20.39750354986021
49.27044436110047,42.20255558893133,0.13616424987116088,low,clear,daylight,car,1,dry,straight,4,42.175127074407406
70.19396623402014,46.49518466258821,0.41429151826132593,high,clear,daylight,bus,1,dry,curve,2,93.0048270084581
49.04450052424295,56.69130209323116,0.4365892037727818,medium,clear,daylight,bus,0,dry,straight,14,77.7264329484355
63.246878843729625,41.07389186552855,0.002205296983260491,low,clear,dark_lights_on,car,1,dry,straight,3,31.608280406660562
60.68357759855721,22.32763040039999,0.4348308907392799,low,clear,daylight,car,1,dry,curve,4,70.9441425703811
50.22599478591275,31.916658498538624,0.06334919784049839,low,clear,daylight,car,1,dry,straight,3,28.89962316834271
92.15916133987989,38.693988470166616,0.007950422569650518,high,fog,daylight,car,1,dry,straight,2,67.7063045114975
69.50878533477017,59.818712498069885,0.3764991817882463,low,fog,dark_lights_on,car,1,dry,straight,1,89.34171579870659
29.622861200135894,18.226334258908437,0.3988242274985451,medium,clear,daylight,car,0,dry,straight,4,70.15230698642014
62.796814721541416,49.43091806270273,0.18138250889432753,high,rain,daylight,car,1,dry,straight,17,31.524963664690752
50.07320302847418,37.158972434557,0.17086693221123755,low,clear,daylight,car,1,dry,straight,1,28.745328872833973
72.78650002194335,45.05396642275377,0.33545800762960465,medium,fog,daylight,car,0,dry,straight,14,96.80312897980184
48.11218892350949,33.77606340036881,0.3086453638309825,medium,rain,daylight,motorcycle,1,dry,straight,17,55.83898381665951
58.278953377996515,24.890808438484083,0.4416468445318151,medium,clear,dark_lights_on,car,1,wet,straight,17,84.57148660557478
67.57480918470685,44.010473352815985,0.16092636994537454,low,clear,dark_no_lights,car,1,wet,straight,7,58.52914500605749
72.98632791255181,42.85317232526745,0.6862102785834764,low,clear,daylight,motorcycle,0,dry,straight,11,100.0
41.99555389416336,46.66468358887666,1.1117718670147603,medium,rain,daylight,car,1,wet,straight,22,100.0
54.98248146238578,34.840344375456375,0.024782896171110475,high,clear,daylight,car,1,dry,straight,8,31.9999344259465
52.87582033258566,27.802135720161807,0.378816599645877,low,clear,dark_lights_on,car,1,dry,straight,18,56.22546582393296
50.200061511394324,16.2945560597139,0.1385583518453538,low,clear,daylight,car,1,dry,straight,0,28.08830989520887
86.48181360421646,44.832479217672876,0.09806292997144508,low,snow,daylight,car,1,dry,straight,21,60.962006124855606
